id,original_text,aspect_term,aspect_category,similarity,matched_opinions,total_weight,sentiment_prob,context_phrase,opinion_count
484,Tanggal 19 pilih dengan hati nurani ya #pilkadadki2017 #BaDjaUntukJakarta,nurani,Ahok-Djarot,0.1744,hati,2.0,"[0.9524, 0.0238, 0.0238]",hati nurani ya,1
488,Apa pendapat anda tentang pak ahok? â€” Pemimpin hebat yang Tuhan utus utk Indonesia #gueahok #ahokdjarot #saveahok http://l.ask.fm/igoto,pendapat,Anies-Sandi,0.1377,apa,-3.0,"[0.0161, 0.0161, 0.9677]",apa pendapat anda,1
489,gantungan kunci ahok berbagai model https://www.tokopedia.com/ #ahokfree #AhokIsHope #AhokDjarot #BasukiTjahajaPurnama #BTP #AhokTakBersalah,ahok,Ahok-Djarot,0.3344,kunci,3.0,"[0.9677, 0.0161, 0.0161]",kunci ahok berbagai,1
489,gantungan kunci ahok berbagai model https://www.tokopedia.com/ #ahokfree #AhokIsHope #AhokDjarot #BasukiTjahajaPurnama #BTP #AhokTakBersalah,ahokfree,Ahok-Djarot,0.3575,model,3.0,"[0.9677, 0.0161, 0.0161]",# ahokfree #,1
492,Ternyata mencari pemimpin yang dicintai itu tidak gampang.MSP. #AhokDjarot #AhokForNobel #silake5,pemimpin,Anies-Sandi,0.1931,mencari,3.0,"[0.9677, 0.0161, 0.0161]",mencari pemimpin yang,1
499,Tugu proklamasi dibawah sinar bulan purnama #ahok #AhokDjarot #ahokfree,ahok,Ahok-Djarot,0.4806,purnama,2.0,"[0.9524, 0.0238, 0.0238]",# ahok #,1
505,semoga #AhokDjarot bisa menyelesaikan tugas negaranya sampe oktober pas pelantikan gubernur baru supaya APBN saat ini tidak diganggu2 amin,negara,Agus-Sylvi,0.0,tugas,-1.0,"[0.0385, 0.1923, 0.7692]",tugas negara nya,1
505,semoga #AhokDjarot bisa menyelesaikan tugas negaranya sampe oktober pas pelantikan gubernur baru supaya APBN saat ini tidak diganggu2 amin,sampe,Agus-Sylvi,0.1643,tugas,-1.0,"[0.0385, 0.1923, 0.7692]",nya sampe oktober,1
505,semoga #AhokDjarot bisa menyelesaikan tugas negaranya sampe oktober pas pelantikan gubernur baru supaya APBN saat ini tidak diganggu2 amin,pelantikan,Anies-Sandi,0.3767,pas,3.0,"[0.9677, 0.0161, 0.0161]",pas pelantikan gubernur,1
508,Dukungan Doa dan Pemasangan sejuta Lilin untuk AHOK dari Manado Untuk Indonesia. #SaveAhok #AhokDjarot #RIPJusticeInIndonesia,pemasangan,Anies-Sandi,0.0883,dukungan,4.0,"[0.9756, 0.0122, 0.0122]",dan pemasangan sejuta,1
511,Semangat ya pak Djarot.. Doa kami menyertaimu.. #Ahok #AhokDjarot #Djarot #RIPJusticeInIndonesia,pak,Ahok-Djarot,0.4076,semangat,4.0,"[0.9756, 0.0122, 0.0122]",ya pak djarot,1
512,Bagi bangsa ini kami berdiri Dan membawa doa dalam kemenangan Tuhan atas Indonesia ini melalui pak #Ahok #AhokDjarot #IndonesiaBerkabung,kemenangan,Anies-Sandi,0.0404,doa,4.0,"[0.9756, 0.0122, 0.0122]",dalam kemenangan tuhan,1
514,Perbedaan mana yang kerja keras dan mana yang suka cari muka ! #Ahok #AhokDjarot #freeahok #AhokIsHope #RIPJUSTICEINDONESIA #riphukum,muka,Anies-Sandi,0.0,cari,-3.0,"[0.0161, 0.0161, 0.9677]",cari muka !,1
516,Jerih lelahmu memperjuangkan bangsa ini dari korupsi dan menegakkan kebenaran diperhitungkan oleh Tuhan pak. GBU #Ahok #AhokDjarot #freeahok,pak,Anies-Sandi,0.0254,tuhan,3.0,"[0.9677, 0.0161, 0.0161]",tuhan pak .,1
517,Tuhan selalu bersama pak @basuki_btp dan keluarga.kami selalu bersama pak ahok #freeahok #Ahok #keadilan #AhokDjarot,pak,Anies-Sandi,0.3586,tuhan,3.0,"[0.9677, 0.0161, 0.0161]",bersama pak @basuki_btp,1
518,Tetap semangat pak Djarot Air matamu akan selalu terkenang Air mata yang menandakan kecintaanmu untuk Indonesia #Djarot #ahok #ahokDjarot,mata,Agus-Sylvi,0.0,air,-1.0,"[0.0385, 0.1923, 0.7692]",air mata mu,1
518,Tetap semangat pak Djarot Air matamu akan selalu terkenang Air mata yang menandakan kecintaanmu untuk Indonesia #Djarot #ahok #ahokDjarot,pak,Ahok-Djarot,0.3863,semangat,4.0,"[0.9756, 0.0122, 0.0122]",semangat pak djarot,1
520,Paduan suara warga di balai kota #ahokdjarot,kota,Anies-Sandi,0.1849,balai,-3.0,"[0.0161, 0.0161, 0.9677]",balai kota #,1
520,Paduan suara warga di balai kota #ahokdjarot,warga,Anies-Sandi,0.1633,suara,2.0,"[0.9524, 0.0238, 0.0238]",suara warga di,1
522,DEMAM Karangan Bunga Dukung Ahok-Djarot Menjalar hingga Siantar,bunga,Agus-Sylvi,0.0827,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",karangan bunga dukung,1
523,Tidak ada pemimpin di Indonesia Sebaik jujur tegas dan kerja nyata Ahok Djarod is the Best #AhokDjarot,kerja,Anies-Sandi,0.0,jujur,4.0,"[0.9756, 0.0122, 0.0122]",dan kerja nyata,1
523,Tidak ada pemimpin di Indonesia Sebaik jujur tegas dan kerja nyata Ahok Djarod is the Best #AhokDjarot,pemimpin,Anies-Sandi,0.1781,ada,-4.0,"[0.0122, 0.0122, 0.9756]",ada pemimpin di,1
524,Integrasi rusun pasar dan bioskop rakyat semasa #AhokDjarot yang ditunggu kelanjutannya dibawah gubernur baru,rusun,Anies-Sandi,0.1504,integrasi,3.0,"[0.9677, 0.0161, 0.0161]",integrasi rusun pasar,1
524,Integrasi rusun pasar dan bioskop rakyat semasa #AhokDjarot yang ditunggu kelanjutannya dibawah gubernur baru,kelanjutan,Anies-Sandi,0.0836,ditunggu,2.0,"[0.9524, 0.0238, 0.0238]",ditunggu kelanjutan nya,1
524,Integrasi rusun pasar dan bioskop rakyat semasa #AhokDjarot yang ditunggu kelanjutannya dibawah gubernur baru,gubernur,Agus-Sylvi,0.3006,ditunggu,2.0,"[0.9524, 0.0238, 0.0238]",dibawah gubernur baru,1
525,Hampir tengah malam kami sekeluarga lewat balai kota karena anak mau lihat bunga. Ternyata sampai monas! #AhokDjarot,anak,Anies-Sandi,0.0033,lihat,3.0,"[0.9677, 0.0161, 0.0161]",karena anak mau,1
525,Hampir tengah malam kami sekeluarga lewat balai kota karena anak mau lihat bunga. Ternyata sampai monas! #AhokDjarot,kota,Anies-Sandi,0.1671,balai,-3.0,"[0.0161, 0.0161, 0.9677]",balai kota karena,1
525,Hampir tengah malam kami sekeluarga lewat balai kota karena anak mau lihat bunga. Ternyata sampai monas! #AhokDjarot,bunga,Ahok-Djarot,0.0462,lihat,3.0,"[0.9677, 0.0161, 0.0161]",lihat bunga .,1
527,#AhokDjarot selalu dihati #BuniYani masuk bui #Anies pecatan menteri bloon,bui,Ahok-Djarot,0.0,masuk,-3.0,"[0.0161, 0.0161, 0.9677]",masuk bui #,1
528,Indonesia harum bunga #AhokDjarot ungkapan seribu bahasa Cinta,bunga,Agus-Sylvi,0.0106,harum,5.0,"[0.9804, 0.0098, 0.0098]",harum bunga #,1
528,Indonesia harum bunga #AhokDjarot ungkapan seribu bahasa Cinta,ungkapan,Ahok-Djarot,0.4586,bunga,3.0,"[0.9677, 0.0161, 0.0161]",ahokdjarot ungkapan seribu,1
529,Jelas yaaaa.... #bunga bukan abal2... #badja #AhokDjarot #jakarta @ Kantor Balai Kota Jakarta https://www.instagram.com/p/BTgm0rKl2dY/,abal2,Agus-Sylvi,0.0346,bunga,-3.0,"[0.0161, 0.0161, 0.9677]",bukan abal2 .,1
532,Karangan bunga untuk ahok Dari kota kecil yang indah.... #Ajibarang #Basuki_btp #Jakarta #Ahok #AhokDjarot #DKIJakarta,ahok,Ahok-Djarot,0.4409,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",untuk ahok dari,1
532,Karangan bunga untuk ahok Dari kota kecil yang indah.... #Ajibarang #Basuki_btp #Jakarta #Ahok #AhokDjarot #DKIJakarta,kota,Anies-Sandi,0.0,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",dari kota kecil,1
532,Karangan bunga untuk ahok Dari kota kecil yang indah.... #Ajibarang #Basuki_btp #Jakarta #Ahok #AhokDjarot #DKIJakarta,bunga,Agus-Sylvi,0.0381,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",karangan bunga untuk,1
533,Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga Pak #AhokDjarot #AhokDicintaiRakyat,hati,Anies-Sandi,0.1732,pemenang,3.0,"[0.9677, 0.0161, 0.0161]",pemenang hati rakyat,1
533,Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga Pak #AhokDjarot #AhokDicintaiRakyat,tukang,Ahok-Djarot,0.0128,rejeki,4.0,"[0.9756, 0.0122, 0.0122]",buat tukang bunga,1
533,Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga Pak #AhokDjarot #AhokDicintaiRakyat,pemenang,Anies-Sandi,0.1922,pemenang,3.0,"[0.9677, 0.0161, 0.0161]",pemenang sejati,1
533,Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga Pak #AhokDjarot #AhokDicintaiRakyat,bunga,Ahok-Djarot,0.0357,tukang,-2.0,"[0.0238, 0.0238, 0.9524]",tukang bunga pak,1
533,Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga Pak #AhokDjarot #AhokDicintaiRakyat,sejati,Anies-Sandi,0.1846,pemenang,3.0,"[0.9677, 0.0161, 0.0161]",pemenang sejati adalah,1
534,@basuki_btp dan djarot semangat & sehat2 terus. Semoga diakhir masa jabatan ini masyarakat DKI sadar akan pemimpin sebenarnya. #ahokdjarot,masyarakat,Anies-Sandi,0.376,sadar,2.0,"[0.9524, 0.0238, 0.0238]",ini masyarakat dki,1
534,@basuki_btp dan djarot semangat & sehat2 terus. Semoga diakhir masa jabatan ini masyarakat DKI sadar akan pemimpin sebenarnya. #ahokdjarot,semoga,Anies-Sandi,0.0,sadar,2.0,"[0.9524, 0.0238, 0.0238]",semoga diakhir,1
534,@basuki_btp dan djarot semangat & sehat2 terus. Semoga diakhir masa jabatan ini masyarakat DKI sadar akan pemimpin sebenarnya. #ahokdjarot,pemimpin,Anies-Sandi,0.2492,sadar,2.0,"[0.9524, 0.0238, 0.0238]",akan pemimpin sebenarnya,1
534,@basuki_btp dan djarot semangat & sehat2 terus. Semoga diakhir masa jabatan ini masyarakat DKI sadar akan pemimpin sebenarnya. #ahokdjarot,masa,Agus-Sylvi,0.0734,sadar,2.0,"[0.9524, 0.0238, 0.0238]",diakhir masa jabatan,1
535,Betul sekali itu abang yang keren Tuhan berkati #AhokDjarot dan berkati juga abang,abang,Anies-Sandi,0.0333,betul,2.0,"[0.9524, 0.0238, 0.0238]",itu abang yang,1
537,Hari ini wisata ke balai kota. Mumpung gubernurnya masih pak ahok. Riang gembira dan gratis. Penuhnya luar biasa. #balaikotadki #AhokDjarot,kota,Anies-Sandi,0.1851,balai,-3.0,"[0.0161, 0.0161, 0.9677]",balai kota .,1
539,Allah bersama orang2 yang benar subhanallah.. #DKIJakarta #AhokDjarot #PemProvAmanah #PemenangdiHatiRakyat #Piss,orang2,Anies-Sandi,0.0608,allah,5.0,"[0.9804, 0.0098, 0.0098]",bersama orang2 yang,1
540,Unik Karangan bunga untuk Gubernur DKI Jakarta Badja Viral di Medsos ini salah satunya ... #POLEMIKPaluHakim #DKIJakarta #AhokDjarot,bunga,Agus-Sylvi,0.0381,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",karangan bunga untuk,1
542,Tuhan sayang Jakarta & AhokDjarot karena AhokDjarot kalah saja mereka masih marah AhokDjarot menang apa yg terjadi di Jakarta terima kasih.,kasih,Agus-Sylvi,0.0,terima,2.0,"[0.9524, 0.0238, 0.0238]",terima kasih .,1
544,Lagi nongkrong ada yang masang karangan bunga. Dan ternyata tidak sampai monas aja tapi sampai Jogja! #AhokDjarot #BungaAhok #bungauntukahok,monas,Anies-Sandi,0.0764,sampai,-2.0,"[0.0238, 0.0238, 0.9524]",sampai monas aja,1
544,Lagi nongkrong ada yang masang karangan bunga. Dan ternyata tidak sampai monas aja tapi sampai Jogja! #AhokDjarot #BungaAhok #bungauntukahok,bunga,Agus-Sylvi,0.0403,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",karangan bunga .,1
545,Heboh papan bunga untuk pak ahok #pakahok #ahok #jakarta #dkijakarta #ahokdjarot #indonesia https://www.instagram.com/p/BTbroj0hnCS/,papan,Agus-Sylvi,0.0027,heboh,1.0,"[0.7692, 0.1923, 0.0385]",heboh papan bunga,1
546,#GombalinAhok kamu luar biasa pak begitu jahat ninggalin aku yg terlanjur sayang padamu #AhokDjarot,pak,Anies-Sandi,0.0,ninggalin,-4.0,"[0.0122, 0.0122, 0.9756]",biasa pak begitu,1
547,Karangan bunga dan antrian foto bersama.... Il phenomenon baru kayaknya untuk seorg figur di indonesia #AhokDjarot,antrian,Anies-Sandi,0.0957,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",dan antrian foto,1
547,Karangan bunga dan antrian foto bersama.... Il phenomenon baru kayaknya untuk seorg figur di indonesia #AhokDjarot,seorg,Ahok-Djarot,0.0391,kayak,-3.0,"[0.0161, 0.0161, 0.9677]",untuk seorg figur,1
547,Karangan bunga dan antrian foto bersama.... Il phenomenon baru kayaknya untuk seorg figur di indonesia #AhokDjarot,kayak,Agus-Sylvi,0.0,baru,1.5,"[0.8955, 0.0746, 0.0299]",baru kayak nya,0
547,Karangan bunga dan antrian foto bersama.... Il phenomenon baru kayaknya untuk seorg figur di indonesia #AhokDjarot,bunga,Agus-Sylvi,0.0432,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",karangan bunga dan,1
548,Dari Batam untuk #ahokdjarot. Tetap semangat pak! https://www.instagram.com/p/BTbYtzqAQI6jzioWGmCLAnPDLEUHoxYZ8BWolU0/,pak,Anies-Sandi,0.0553,semangat,4.0,"[0.9756, 0.0122, 0.0122]",semangat pak !,1
549,KARANGAN BUNGA ucapan TERIMAKASIH masyarakat ke Pak @basuki_btp & Pak @AhokDjarot sampai Monas #karanganbungaahok #telkomsel #AhokDjarot,ucapan,Agus-Sylvi,0.059,bunga,3.0,"[0.9677, 0.0161, 0.0161]",bunga ucapan terimakasih,1
549,KARANGAN BUNGA ucapan TERIMAKASIH masyarakat ke Pak @basuki_btp & Pak @AhokDjarot sampai Monas #karanganbungaahok #telkomsel #AhokDjarot,masyarakat,Agus-Sylvi,0.0,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",terimakasih masyarakat ke,1
549,KARANGAN BUNGA ucapan TERIMAKASIH masyarakat ke Pak @basuki_btp & Pak @AhokDjarot sampai Monas #karanganbungaahok #telkomsel #AhokDjarot,bunga,Agus-Sylvi,0.0426,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",karangan bunga ucapan,1
550,#ahok #djarot tetap di hatiku #pilkadadki,hati,Anies-Sandi,0.0442,tetap,3.0,"[0.9677, 0.0161, 0.0161]",di hati ku,1
550,#ahok #djarot tetap di hatiku #pilkadadki,djarot,Ahok-Djarot,0.4056,tetap,3.0,"[0.9677, 0.0161, 0.0161]",# djarot tetap,1
553,#duajari #ahokdjarot #badja #salamduajari #duajari #kode #code #gangster #farmer #foodhero https://www.instagram.com/p/BS1x10_Bovd/,code,Agus-Sylvi,0.0,kode,-3.0,"[0.0161, 0.0161, 0.9677]",# code #,1
554,Sudahlah bikin pusing. Lagian @basuki_btp Sudah jawab dengan baik. tinggal semua tenang konsentrasi berdoa selalu bahagia Untuk menang,konsentrasi,Anies-Sandi,0.014,berdoa,4.0,"[0.9756, 0.0122, 0.0122]",tenang konsentrasi berdoa,1
555,Terima kasih atas doanya pa Kyai .. #voteahok #AniesSandi #pilkadaDKI #ahokdjarot,doa,Anies-Sandi,0.048,terima,2.0,"[0.9524, 0.0238, 0.0238]",atas doa nya,1
555,Terima kasih atas doanya pa Kyai .. #voteahok #AniesSandi #pilkadaDKI #ahokdjarot,kasih,Agus-Sylvi,0.0,terima,2.0,"[0.9524, 0.0238, 0.0238]",terima kasih atas,1
556,Kita jatuh cinta dengan gubernur yang tidak kita miliki. <Heart With Arrow> #PilkadaDKI #PilkadaDKI2017,cinta,Agus-Sylvi,0.08,jatuh,-1.0,"[0.0385, 0.1923, 0.7692]",jatuh cinta dengan,1
556,Kita jatuh cinta dengan gubernur yang tidak kita miliki. <Heart With Arrow> #PilkadaDKI #PilkadaDKI2017,gubernur,Anies-Sandi,0.3405,jatuh,-1.0,"[0.0385, 0.1923, 0.7692]",dengan gubernur yang,1
557,Betul tidak pak jokowi ? <Trophy> <Trophy> Oke lah ya pak basukibtp Dukung 100 % . . #pilkadadki #pilkadadki2017,basukibtp,Ahok-Djarot,0.4347,dukung,4.0,"[0.9756, 0.0122, 0.0122]",pak basukibtp dukung,1
557,Betul tidak pak jokowi ? <Trophy> <Trophy> Oke lah ya pak basukibtp Dukung 100 % . . #pilkadadki #pilkadadki2017,pak,Agus-Sylvi,0.1858,betul,-2.0,"[0.0238, 0.0238, 0.9524]",tidak pak jokowi,1
559,Kami sudah. #vote #pilkada #pilkadadki #pilkadadki2017 #ahokdjarot @ TPS 07 https://www.instagram.com/p/BTDSmEylbz8/,pilkada,Anies-Sandi,0.4008,vote,1.0,"[0.7692, 0.1923, 0.0385]",# pilkada #,1
563,Pak Anies sepertinya semakin banyak dapat respon negatif dari netizen.Makin emosi-an.AHY tetap hafalan.Badja paling ok <Smiling Face With Sunglasses> <Smiling Face With Sunglasses> <Victory Hand>,netizen,Anies-Sandi,0.1736,respon,2.0,"[0.9524, 0.0238, 0.0238]",dari netizen .,1
565,saya percaya kondisi cuaca beberapa hari sebelum pilkada dki ikut serta memberikan kontribusi positif ke ahok-djarot. Aku 2!! <Victory Hand> <Victory Hand>,kondisi,Ahok-Djarot,0.0589,percaya,2.0,"[0.9524, 0.0238, 0.0238]",percaya kondisi cuaca,1
565,saya percaya kondisi cuaca beberapa hari sebelum pilkada dki ikut serta memberikan kontribusi positif ke ahok-djarot. Aku 2!! <Victory Hand> <Victory Hand>,pilkada,Anies-Sandi,0.5928,ikut,-3.0,"[0.0161, 0.0161, 0.9677]",sebelum pilkada dki,1
568,Kalah karena jujur lebih baik daripada menang karena curang <Heavy Check Mark> <Heavy Check Mark>. Initerjadi di pilkada DKi.Makanya masih iri tidak terima sama Ahok,curang,Agus-Sylvi,0.0867,menang,4.0,"[0.9756, 0.0122, 0.0122]",karena curang <,1
570,Ahok-Djarot kalah dalam pilkada tapi menang dalam menjaga integritas berdemokrasi Pancasila. Bangga! <SMILING FACE WITH HEART-EYES> #JakartaGubernurBaru #PilkadaDKI,integritas,Agus-Sylvi,0.1091,menjaga,-3.0,"[0.0161, 0.0161, 0.9677]",menjaga integritas berdemokrasi,1
570,Ahok-Djarot kalah dalam pilkada tapi menang dalam menjaga integritas berdemokrasi Pancasila. Bangga! <SMILING FACE WITH HEART-EYES> #JakartaGubernurBaru #PilkadaDKI,pilkada,Anies-Sandi,0.3846,kalah,-4.0,"[0.0122, 0.0122, 0.9756]",dalam pilkada tapi,1
571,Kepada Pendukung #BaDja #AhokDjarot kita tidak usah terprovokasi dan jangan mengotori tangan2 kita dengan Hal2 yang mengandung NAZIS <Heavy Check Mark> <Heavy Check Mark>,tangan2,Ahok-Djarot,0.0041,mengotori,5.0,"[0.9804, 0.0098, 0.0098]",mengotori tangan2 kita,1
571,Kepada Pendukung #BaDja #AhokDjarot kita tidak usah terprovokasi dan jangan mengotori tangan2 kita dengan Hal2 yang mengandung NAZIS <Heavy Check Mark> <Heavy Check Mark>,hal2,Anies-Sandi,0.0116,mengotori,5.0,"[0.9804, 0.0098, 0.0098]",dengan hal2 yang,1
572,Ingat kita pilih pelayan warga bukan pemimpin agama di JKT. Pilih yang jelas BAIK JUJUR dan BERSIH <Heavy Check Mark> <Heavy Check Mark> #AhokDjarot #debatpilkadadki,pelayan,Anies-Sandi,0.1698,pilih,2.0,"[0.9524, 0.0238, 0.0238]",pilih pelayan warga,1
572,Ingat kita pilih pelayan warga bukan pemimpin agama di JKT. Pilih yang jelas BAIK JUJUR dan BERSIH <Heavy Check Mark> <Heavy Check Mark> #AhokDjarot #debatpilkadadki,pemimpin,Ahok-Djarot,0.1102,pelayan,-4.0,"[0.0122, 0.0122, 0.9756]",bukan pemimpin agama,1
572,Ingat kita pilih pelayan warga bukan pemimpin agama di JKT. Pilih yang jelas BAIK JUJUR dan BERSIH <Heavy Check Mark> <Heavy Check Mark> #AhokDjarot #debatpilkadadki,warga,Anies-Sandi,0.0213,pelayan,-4.0,"[0.0122, 0.0122, 0.9756]",pelayan warga bukan,1
573,Banyak pemimpin agama yang baik. Tapi pelayan warga yang JUJUR BERSIH dan KERJA NYATA cuma <Victory Hand> <Victory Hand> @AhokDjarot #DebatPilkadaDKI,warga,Anies-Sandi,0.0448,pelayan,4.0,"[0.9756, 0.0122, 0.0122]",pelayan warga yang,1
575,Jangan lupa coblos pemimpin yang pekerja keras <Victory Hand> <Victory Hand> #AhokDjarot #AniesSandi #JakartaPunyaSemua,coblos,Ahok-Djarot,0.1432,lupa,-1.0,"[0.0385, 0.1923, 0.7692]",lupa coblos pemimpin,1
577,#Jelas membawa manfaat untuk umat. Komitmen #AhokDjarot <Victory Hand> <Victory Hand> untuk Umat Islam - https://kask.us/ioQK2 #ForumKaskus via #KASKUS,umat,Anies-Sandi,0.0744,manfaat,5.0,"[0.9804, 0.0098, 0.0098]",untuk umat .,1
579,Baju Seragam buat nyoblos sudah siap nih teman-teman... #pilkadadki #ahokdjarot… https://www.instagram.com/p/BS3xZkflwVZ/,nih,Anies-Sandi,0.102,siap,1.0,"[0.7692, 0.1923, 0.0385]",siap nih teman-teman,1
579,Baju Seragam buat nyoblos sudah siap nih teman-teman... #pilkadadki #ahokdjarot… https://www.instagram.com/p/BS3xZkflwVZ/,nyoblos,Ahok-Djarot,0.0,baju,2.0,"[0.9524, 0.0238, 0.0238]",buat nyoblos sudah,1
586,Walaupun banyak cobaan yang menimpa pak ahok mundur 1 langkah maju 1000 langkah untuk menjadikan jakarta lebih maju lagi <Trophy> #ahokdjarot,pak,Ahok-Djarot,0.4204,menimpa,-3.0,"[0.0161, 0.0161, 0.9677]",menimpa pak ahok,1
588,jakarta tidak butuh gubernur yang pandai bermain kata2.. jakarta butuh gubernur yang bekerja nyata <Victory Hand> <Victory Hand> #AhokDjarot,gubernur,Anies-Sandi,0.3102,butuh,5.0,"[0.9804, 0.0098, 0.0098]",butuh gubernur yang,1
589,Siaran langsung pak Ahok <grining face with smile eye> #ahok #ahokdjarot https://www.instagram.com/p/BS3YHWsgAk7/,pak,Anies-Sandi,0.3716,siaran,-3.0,"[0.0161, 0.0161, 0.9677]",langsung pak ahok,1
591,benar deh ikhlas kok #ahokdjarot tidak jadi gubernur beliau sudah tujukkan cara berdemokrasi dan jadi sosok pemimpin yang berintregitas,sosok,Anies-Sandi,0.1805,jadi,-1.0,"[0.0385, 0.1923, 0.7692]",jadi sosok pemimpin,1
591,benar deh ikhlas kok #ahokdjarot tidak jadi gubernur beliau sudah tujukkan cara berdemokrasi dan jadi sosok pemimpin yang berintregitas,ahokdjarot,Ahok-Djarot,0.4446,jadi,-1.0,"[0.0385, 0.1923, 0.7692]",# ahokdjarot tidak,1
591,benar deh ikhlas kok #ahokdjarot tidak jadi gubernur beliau sudah tujukkan cara berdemokrasi dan jadi sosok pemimpin yang berintregitas,gubernur,Anies-Sandi,0.2431,jadi,-1.0,"[0.0385, 0.1923, 0.7692]",jadi gubernur beliau,1
592,Kata babe pilih nomor 2 <Victory Hand> <Victory Hand> <Victory Hand> #ahokdjarot basukibtp @Kebagusan pala Soang https://www.instagram.com/p/BS3SLRFgFVb/,nomor,Ahok-Djarot,0.2817,pilih,-2.0,"[0.0238, 0.0238, 0.9524]",pilih nomor 2,1
593,#AhokDjarot hasil kerja nyata hasil kerja sudah banyak yang terselesaikan gak pakai janji2 lagi tinggal meneruskan yang lain <Victory Hand> <FOLDED HANDS> <Fire>,nyata,Agus-Sylvi,0.0064,kerja,2.0,"[0.9524, 0.0238, 0.0238]",kerja nyata hasil,1
593,#AhokDjarot hasil kerja nyata hasil kerja sudah banyak yang terselesaikan gak pakai janji2 lagi tinggal meneruskan yang lain <Victory Hand> <FOLDED HANDS> <Fire>,kerja,Ahok-Djarot,0.0,hasil,3.0,"[0.9677, 0.0161, 0.0161]",hasil kerja nyata,1
593,#AhokDjarot hasil kerja nyata hasil kerja sudah banyak yang terselesaikan gak pakai janji2 lagi tinggal meneruskan yang lain <Victory Hand> <FOLDED HANDS> <Fire>,hasil,Ahok-Djarot,0.4331,kerja,2.0,"[0.9524, 0.0238, 0.0238]",ahokdjarot hasil kerja,1
596,Cuma ahok jarot yang bisa membereskan jakarta karena tahu apa yang dilakukan <FOLDED HANDS> <FOLDED HANDS> .Bukan calon yang cuma ngayal sama jualan kipas.,kipas,Anies-Sandi,0.0322,jualan,1.0,"[0.7692, 0.1923, 0.0385]",jualan kipas .,1
597,Begini Program Ahok-Djarot <Victory Hand> <Victory Hand> Ajak Warga Bekerja Baca selengkapnya #Ahok #Ahokdjarot,selengkap,Anies-Sandi,0.0,begini,-1.0,"[0.0385, 0.1923, 0.7692]",baca selengkap nya,1
599,Di hari2 terakhir ini saya usul team pak @basuki_btp bergerak di #JAKARTATIMUR #AhokDjarot #Kami2 untuk sosialisasi ProgramKerja <FOLDED HANDS> <FOLDED HANDS>,hari2,Agus-Sylvi,0.0866,usul,2.0,"[0.9524, 0.0238, 0.0238]",di hari2 terakhir,1
599,Di hari2 terakhir ini saya usul team pak @basuki_btp bergerak di #JAKARTATIMUR #AhokDjarot #Kami2 untuk sosialisasi ProgramKerja <FOLDED HANDS> <FOLDED HANDS>,pak,Anies-Sandi,0.3547,team,1.0,"[0.7692, 0.1923, 0.0385]",team pak @basuki_btp,1
